,ip,tcm_id,response,xd
79045,63711636,tcm:526-199040,0,08-28
33125,58839997,tcm:526-22867,0,09-26
31107,21616800,tcm:526-149043,0,06-26
28688,32460052,tcm:526-228258,0,02-27
1610,50953371,tcm:526-93195,1,05-30
77064,63073887,tcm:526-654768,0,03-27
8812,31100103,tcm:526-208086,0,03-27
23111,24678410,tcm:526-239640,0,07-24
72823,96339085,tcm:526-239640,0,08-28
46269,28753495,tcm:526-704480,0,08-28
48804,14902629,tcm:526-704480,0,08-28
39820,96126295,tcm:526-12174,0,08-28
5898,28794745,tcm:526-261006,0,01-30
45056,21160477,tcm:526-164352,0,05-30
43507,49641139,tcm:526-116442,0,05-30
63528,3587410,tcm:526-418532,0,02-27
44351,47390898,tcm:526-40469,0,07-24
55032,90729783,tcm:526-712788,0,06-26
67831,25464914,tcm:526-80807,0,03-27
43229,52968643,tcm:526-492865,1,02-27
51761,80292489,tcm:526-653510,0,05-30
25933,68616234,tcm:526-653510,0,07-24
8518,3810062,tcm:526-684643,0,04-25
16365,10881976,tcm:526-70899,0,04-25
56510,3598262,tcm:526-12174,0,06-26
68528,63039167,tcm:526-116442,0,10-30
35281,54461564,tcm:526-208086,0,03-27
80408,6379840,tcm:526-239640,1,08-28
69741,52485631,tcm:526-249037,0,04-25
52257,66969993,tcm:526-16645,0,06-26
3121,85542844,tcm:526-704480,0,08-28
8925,94301658,tcm:526-388698,1,04-25
11341,85199434,tcm:526-682576,0,03-27
14506,97741551,tcm:526-209216,0,01-30
22150,20279186,tcm:526-704480,0,08-28
20200,84796812,tcm:526-653510,0,05-30
80391,5723995,tcm:526-40469,0,07-24
17327,44703912,tcm:526-70899,0,04-25
14391,16315185,tcm:526-688510,0,05-30
71069,44770687,tcm:526-149043,0,05-30
59383,61858981,tcm:526-712788,0,06-26
29662,53067043,tcm:526-12180,0,03-27
68839,70581584,tcm:526-656536,0,04-25
37430,40653261,tcm:526-52560,0,02-27
15986,21955329,tcm:526-670542,0,03-27
9117,533542,tcm:526-204679,0,01-30
69675,89514764,tcm:526-116442,0,09-26
55981,8821493,tcm:526-12180,1,03-27
25597,10309819,tcm:526-10838,0,09-26
7198,76211060,tcm:526-204679,0,01-30
3468,18058312,tcm:526-388698,0,04-25
8573,74756750,tcm:526-273898,0,01-30
56446,3598262,tcm:526-12174,0,04-25
65949,42868623,tcm:526-209028,0,01-30
73489,92024352,tcm:526-248966,1,10-30
34753,84199855,tcm:526-228258,0,02-27
66633,83613889,tcm:526-653510,1,06-26
75054,92323691,tcm:526-707527,0,09-26
2117,68370227,tcm:526-12174,0,07-24
57533,5902652,tcm:526-116442,0,10-30
18832,86946414,tcm:526-208086,0,05-30
55479,22922706,tcm:526-187302,0,02-27
61838,61029292,tcm:526-551763,1,02-27
34384,79691638,tcm:526-249037,0,04-25
14053,63892357,tcm:526-18025,0,10-30
78398,2204339,tcm:526-12174,0,04-25
63297,84468148,tcm:526-653510,0,06-26
77846,15630763,tcm:526-782343,0,01-30
13546,21882774,tcm:526-16645,0,07-24
76580,82988206,tcm:526-46242,0,05-30
18748,98943563,tcm:526-209216,0,01-30
71942,31171982,tcm:526-258965,0,09-26
51817,80292489,tcm:526-209216,0,01-30
58746,25651523,tcm:526-784445,0,01-30
27708,20162520,tcm:526-12174,0,08-28
76048,21678499,tcm:526-670542,1,03-27
68614,27711499,tcm:526-492865,0,02-27
42872,18557857,tcm:526-12174,0,04-25
16104,17653321,tcm:526-244935,0,07-24
22485,93914554,tcm:526-656536,0,04-25
60635,58252326,tcm:526-679101,0,04-25
30133,34021775,tcm:526-276414,0,02-27
5115,55407397,tcm:526-388698,1,04-25
68817,27964565,tcm:526-655038,0,01-30
15521,41490171,tcm:526-704480,0,08-28
40084,69204841,tcm:526-346380,0,01-30
6449,18599754,tcm:526-46242,0,05-30
27769,10591106,tcm:526-208086,0,10-30
20098,15803926,tcm:526-13782,1,07-24
9063,62005676,tcm:526-149043,1,06-26
49227,77071928,tcm:526-228258,0,02-27
2285,96203156,tcm:526-52560,0,02-27
11872,42441995,tcm:526-249037,1,04-25
41506,19579005,tcm:526-93195,1,05-30
50961,52449216,tcm:526-276414,0,02-27
30865,68235149,tcm:526-682576,0,03-27
18740,98943563,tcm:526-208086,0,10-30
18673,98943563,tcm:526-782343,0,04-25
10035,33048621,tcm:526-16645,0,06-26
48484,28358590,tcm:526-782343,0,01-30
57735,43084020,tcm:526-244935,0,07-24
50228,52745594,tcm:526-12167,0,09-26
26870,45544986,tcm:526-12167,0,10-30
35372,68467916,tcm:526-670542,0,03-27
9700,67108585,tcm:526-231792,1,10-30
4822,21809257,tcm:526-46242,0,05-30
43503,49641139,tcm:526-208086,0,04-25
12493,48425803,tcm:526-228258,0,02-27
29832,8545330,tcm:526-149043,1,06-26
31207,96097009,tcm:526-208086,0,09-26
46139,6137246,tcm:526-187302,0,02-27
70064,83457412,tcm:526-116442,0,09-26
58096,17940401,tcm:526-653510,1,07-24
71603,91243393,tcm:526-707527,0,09-26
32452,31265976,tcm:526-276414,0,02-27
29569,56990517,tcm:526-681575,0,03-27
52819,57779338,tcm:526-208086,0,08-28
27220,45773612,tcm:526-681575,0,03-27
35346,68467916,tcm:526-149043,0,07-24
63418,30821451,tcm:526-682576,0,03-27
32136,25111807,tcm:526-22867,0,08-28
19282,19695368,tcm:526-116442,0,10-30
46486,96264869,tcm:526-670542,0,03-27
7818,21415256,tcm:526-70899,1,04-25
44741,66260258,tcm:526-93195,0,04-25
46260,76317912,tcm:526-12180,1,03-27
44836,53620647,tcm:526-670542,0,03-27
15629,716620,tcm:526-681575,0,03-27
36272,24516021,tcm:526-12174,0,09-26
62339,75419784,tcm:526-70899,1,04-25
40973,52156914,tcm:526-653510,0,05-30
52012,46360634,tcm:526-16645,0,06-26
59032,7644846,tcm:526-782343,0,04-25
18831,86946414,tcm:526-653510,1,05-30
36417,88032515,tcm:526-10787,0,02-27
64443,23211185,tcm:526-149043,0,07-24
21704,86198160,tcm:526-12167,0,09-26
63860,84211338,tcm:526-239640,0,07-24
48902,6507172,tcm:526-149043,0,05-30
27945,85459963,tcm:526-261006,1,01-30
70149,64576502,tcm:526-224772,1,02-27
62305,75419784,tcm:526-52560,0,02-27
66182,3018526,tcm:526-228258,0,02-27
39172,10114720,tcm:526-695181,0,08-28
74939,94832306,tcm:526-684643,0,04-25
36816,75256835,tcm:526-674187,0,03-27
42506,57907566,tcm:526-782343,0,04-25
48867,14902629,tcm:526-782343,0,04-25
3742,50563145,tcm:526-231792,0,10-30
22106,20279186,tcm:526-418532,0,02-27
78603,31712138,tcm:526-712788,0,06-26
17244,78096349,tcm:526-682576,0,03-27
30187,34021775,tcm:526-209216,0,01-30
41863,21717468,tcm:526-149043,1,05-30
56355,69491376,tcm:526-149043,0,06-26
35395,68467916,tcm:526-684643,0,04-25
18093,59660030,tcm:526-784445,0,01-30
33425,1565484,tcm:526-208086,1,05-30
44211,6471838,tcm:526-13782,0,08-28
38329,58125403,tcm:526-679101,0,04-25
32795,75532794,tcm:526-707527,0,09-26
77873,15630763,tcm:526-418532,0,02-27
67072,69645032,tcm:526-258965,0,09-26
13802,39262533,tcm:526-653510,0,06-26
31982,75566156,tcm:526-712788,0,06-26
51914,61558630,tcm:526-16645,0,07-24
30839,68235149,tcm:526-116442,0,09-26
70551,44004,tcm:526-707527,0,09-26
68069,91186079,tcm:526-22867,0,08-28
20095,15803926,tcm:526-208086,0,07-24
58035,17940401,tcm:526-209216,0,01-30
4793,4589648,tcm:526-12174,0,07-24
78995,63711636,tcm:526-388698,0,04-25
43937,8646481,tcm:526-16645,0,05-30
75601,11023755,tcm:526-12174,0,10-30
79397,64672982,tcm:526-70899,0,04-25
15564,38842860,tcm:526-695181,0,07-24
16902,54841031,tcm:526-249037,0,04-25
1,83152687,tcm:526-12174,0,08-28
38449,60544241,tcm:526-712788,0,06-26
46839,894173,tcm:526-70899,0,04-25
38266,86716975,tcm:526-712788,0,06-26
75216,12039627,tcm:526-153236,1,10-30
36331,33672820,tcm:526-12174,1,09-26
18091,59660030,tcm:526-209216,0,01-30
76160,17137602,tcm:526-12174,0,09-26
19391,62091486,tcm:526-682379,0,06-26
53180,92796413,tcm:526-13782,0,08-28
16310,95398581,tcm:526-208086,0,08-28
12600,31546909,tcm:526-52560,0,02-27
63082,94729026,tcm:526-191289,0,06-26
50025,60301491,tcm:526-12174,0,05-30
35790,74166011,tcm:526-695181,0,07-24
65201,7043201,tcm:526-684643,0,04-25
64518,51972316,tcm:526-679101,0,04-25
44529,28611922,tcm:526-209028,0,01-30
64226,45246584,tcm:526-273898,0,01-30
47592,90182041,tcm:526-12174,0,08-28
52038,46360634,tcm:526-12174,0,08-28
23999,61880277,tcm:526-261006,0,01-30
63228,52303329,tcm:526-492865,1,02-27
4596,9249629,tcm:526-679101,0,04-25
27471,30087646,tcm:526-244935,0,06-26
75880,92051010,tcm:526-12174,0,04-25
52841,57779338,tcm:526-16645,1,06-26
61175,30797820,tcm:526-674187,0,03-27
36422,88032515,tcm:526-418532,1,02-27
37047,49437890,tcm:526-346380,0,01-30
48566,29007256,tcm:526-93195,0,05-30
29665,53067043,tcm:526-654768,0,03-27
52270,66969993,tcm:526-93195,1,05-30
6421,31574728,tcm:526-707527,0,09-26
24211,85584686,tcm:526-237984,0,06-26
21012,49553283,tcm:526-209028,0,01-30
45036,73759558,tcm:526-249921,0,02-27
3850,24600825,tcm:526-670542,1,03-27
40683,26850589,tcm:526-653510,1,05-30
45147,50582333,tcm:526-10849,0,09-26
28686,32460052,tcm:526-276414,0,02-27
69792,52485631,tcm:526-244935,0,07-24
6417,31574728,tcm:526-249037,0,04-25
14995,45445021,tcm:526-551763,1,02-27
17894,23258198,tcm:526-782343,0,04-25
26581,17597156,tcm:526-10838,0,09-26
58048,17940401,tcm:526-10838,0,09-26
37000,76235196,tcm:526-10838,0,09-26
61156,30797820,tcm:526-10838,0,08-28
9628,15895142,tcm:526-12167,0,10-30
9907,98501471,tcm:526-261006,1,01-30
7262,65703510,tcm:526-191289,0,06-26
73318,29009869,tcm:526-244935,0,07-24
44330,19475507,tcm:526-681575,1,03-27
39954,15889516,tcm:526-12174,0,07-24
42095,3201801,tcm:526-492865,0,02-27
14425,43596104,tcm:526-249037,0,04-25
48755,17439861,tcm:526-209216,0,01-30
44832,53620647,tcm:526-654768,0,03-27
50431,41689771,tcm:526-276414,0,02-27
16488,66671651,tcm:526-273898,0,01-30
54989,74819664,tcm:526-93195,0,05-30
52752,6567408,tcm:526-164352,0,05-30
78185,82748107,tcm:526-93195,1,04-25
7532,8703081,tcm:526-249921,0,02-27
61393,62056694,tcm:526-199040,0,08-28
8953,85279211,tcm:526-684643,1,04-25
11926,18598729,tcm:526-208086,0,10-30
38671,93928051,tcm:526-204679,0,01-30
73007,38617513,tcm:526-682576,0,03-27
26352,78210452,tcm:526-244935,0,06-26
71846,42147170,tcm:526-208086,0,04-25
50659,96395461,tcm:526-12174,0,09-26
60399,61173036,tcm:526-16645,0,07-24
73116,93058502,tcm:526-784445,0,01-30
66833,81753916,tcm:526-239640,0,07-24
30253,57396076,tcm:526-237984,0,06-26
4271,96292476,tcm:526-191289,0,06-26
34725,84199855,tcm:526-12174,0,09-26
53018,98915158,tcm:526-12174,0,04-25
74812,16506953,tcm:526-80807,0,03-27
67219,63317835,tcm:526-10849,0,09-26
77513,10573562,tcm:526-116442,0,10-30
12324,64410540,tcm:526-239640,0,07-24
20560,60417315,tcm:526-12174,0,05-30
57746,43084020,tcm:526-93195,1,05-30
2497,88216067,tcm:526-12174,0,04-25
54988,74819664,tcm:526-688510,1,05-30
42882,48688450,tcm:526-16645,0,06-26
17614,78576320,tcm:526-12174,0,08-28
52220,80705264,tcm:526-16645,1,07-24
52170,80705264,tcm:526-12174,0,06-26
11861,42441995,tcm:526-249921,0,02-27
57914,11887764,tcm:526-199040,0,08-28
47802,98635441,tcm:526-10849,0,09-26
69368,30784568,tcm:526-208086,0,05-30
17588,78576320,tcm:526-653510,0,07-24
48299,77533063,tcm:526-208086,1,06-26
39632,20161755,tcm:526-682379,0,06-26
57033,27860691,tcm:526-13782,1,08-28
65401,28658409,tcm:526-12174,0,05-30
52169,80705264,tcm:526-191289,0,06-26
38128,59563667,tcm:526-40469,0,07-24
56563,96317245,tcm:526-208086,0,10-30
59488,99483751,tcm:526-208086,0,08-28
4222,16931744,tcm:526-199040,0,08-28
23563,79974866,tcm:526-654768,0,03-27
50622,58501176,tcm:526-674187,0,03-27
34126,32100928,tcm:526-259315,0,10-30
77887,15630763,tcm:526-116442,0,08-28
41373,32462819,tcm:526-12174,0,09-26
24309,50730920,tcm:526-22867,0,10-30
78372,2204339,tcm:526-10849,0,09-26
29885,49236489,tcm:526-13782,1,07-24
25595,10309819,tcm:526-674187,0,03-27
26741,3216323,tcm:526-12174,0,08-28
18678,98943563,tcm:526-208086,0,07-24
66509,83679709,tcm:526-276414,0,02-27
16016,21955329,tcm:526-16645,0,06-26
3417,18058312,tcm:526-261006,0,01-30
55397,63355597,tcm:526-208086,0,04-25
49984,67695988,tcm:526-707567,0,09-26
2729,49409989,tcm:526-12174,0,08-28
68193,69775551,tcm:526-385364,1,01-30
19077,77062004,tcm:526-237984,0,06-26
60763,48684884,tcm:526-116442,0,05-30
62028,25416695,tcm:526-13782,0,07-24
39696,20161755,tcm:526-682576,0,03-27
52659,77127264,tcm:526-244935,0,06-26
4497,92533855,tcm:526-40469,0,07-24
14523,97741551,tcm:526-228258,0,02-27
71607,91243393,tcm:526-346380,0,01-30
10492,92040452,tcm:526-12174,0,10-30
29849,8545330,tcm:526-208086,0,07-24
6835,33376427,tcm:526-13782,1,07-24
6746,29370138,tcm:526-208086,0,05-30
6705,29370138,tcm:526-12180,1,03-27
49028,45003754,tcm:526-228258,0,02-27
19370,62091486,tcm:526-208086,0,04-25
67070,69645032,tcm:526-10838,0,09-26
75784,53038432,tcm:526-149043,0,07-24
32738,35156684,tcm:526-93195,1,04-25
41648,27848118,tcm:526-22867,0,09-26
51066,10940177,tcm:526-682576,0,03-27
3104,85542844,tcm:526-654768,0,03-27
8610,15448959,tcm:526-276414,0,02-27
77890,15630763,tcm:526-681575,0,03-27
70984,57786997,tcm:526-22867,0,09-26
14152,3202598,tcm:526-231792,0,10-30
52633,35538722,tcm:526-209216,0,01-30
61799,61029292,tcm:526-679101,0,04-25
42421,3857212,tcm:526-208086,0,09-26
31123,59804902,tcm:526-208086,0,05-30
22023,66735936,tcm:526-208086,0,07-24
59773,43642583,tcm:526-199040,0,08-28
57093,38665468,tcm:526-149043,0,05-30
58191,58225431,tcm:526-153236,0,10-30
76976,24204102,tcm:526-653510,0,07-24
7620,1285174,tcm:526-10849,0,09-26
18246,746178,tcm:526-782343,0,04-25
65105,30263690,tcm:526-12180,0,03-27
40931,52156914,tcm:526-40469,0,07-24
5028,90868256,tcm:526-784445,0,01-30
30351,1842950,tcm:526-12174,0,08-28
22883,28716366,tcm:526-208086,0,10-30
42043,44795129,tcm:526-22867,0,09-26
75492,60894277,tcm:526-249037,0,04-25
1689,37478512,tcm:526-239640,0,08-28
47539,90182041,tcm:526-10849,0,09-26
73,83152687,tcm:526-688510,0,05-30
3998,50631052,tcm:526-674187,0,03-27
68994,33776858,tcm:526-682379,0,06-26
55954,68148402,tcm:526-653510,0,05-30
22061,66735936,tcm:526-208086,0,09-26
71979,31171982,tcm:526-22867,0,10-30
35916,28921013,tcm:526-12167,0,10-30
4820,21809257,tcm:526-164352,0,05-30
45195,50582333,tcm:526-228258,0,02-27
38920,33470682,tcm:526-191289,0,06-26
74346,26739168,tcm:526-682576,0,03-27
62430,11574417,tcm:526-239640,0,08-28
37528,10117806,tcm:526-208086,0,04-25
6603,69178310,tcm:526-80807,0,03-27
18014,41776510,tcm:526-16645,0,06-26
64072,42107013,tcm:526-259315,0,10-30
48174,55224990,tcm:526-164352,0,05-30
13527,21882774,tcm:526-208086,1,04-25
74789,16506953,tcm:526-258965,0,09-26
7718,3064052,tcm:526-782343,0,01-30
62710,21890591,tcm:526-237984,0,06-26
17891,23258198,tcm:526-204679,0,01-30
9019,62005676,tcm:526-684643,1,04-25
20406,56460666,tcm:526-187302,0,02-27
42223,39061012,tcm:526-16645,0,06-26
76772,8715712,tcm:526-10787,0,02-27
16808,94590770,tcm:526-707567,1,09-26
56956,57040101,tcm:526-208086,0,06-26
27685,20162520,tcm:526-93195,1,04-25
41430,30548561,tcm:526-679101,0,04-25
53812,18310510,tcm:526-679101,0,04-25
68322,39419955,tcm:526-10787,0,02-27
32940,95745654,tcm:526-707527,0,09-26
70837,15468311,tcm:526-18025,1,10-30
5764,95315927,tcm:526-187302,0,02-27
49411,55015904,tcm:526-10849,0,09-26
43239,52968643,tcm:526-70899,0,04-25
25125,64103947,tcm:526-18025,0,10-30
42743,32375072,tcm:526-22867,0,09-26
40574,89952028,tcm:526-208086,1,05-30
59146,65362127,tcm:526-12174,0,07-24
66458,44064854,tcm:526-695181,0,07-24
58795,25651523,tcm:526-12174,0,09-26
21579,684630,tcm:526-12174,0,08-28
30418,34715593,tcm:526-695181,0,08-28
52704,77127264,tcm:526-418532,0,03-27
66954,93881267,tcm:526-40469,0,07-24
23486,81557882,tcm:526-10838,0,08-28
3806,46970339,tcm:526-153236,0,10-30
72512,97936448,tcm:526-70899,1,04-25
5121,55407397,tcm:526-239640,0,08-28
47148,20324380,tcm:526-231792,0,10-30
15378,95157799,tcm:526-13782,1,07-24
27066,94804282,tcm:526-655038,0,01-30
40705,26850589,tcm:526-244935,0,06-26
4827,21809257,tcm:526-10838,0,08-28
54176,8779806,tcm:526-418532,0,03-27
56107,20708651,tcm:526-681575,1,03-27
18043,59660030,tcm:526-224772,0,02-27
77387,72820492,tcm:526-16645,0,05-30
21893,37426802,tcm:526-224772,0,02-27
47810,98635441,tcm:526-116442,0,09-26
69024,33776858,tcm:526-208086,0,05-30
67391,35474446,tcm:526-12174,0,04-25
36960,76235196,tcm:526-261006,0,01-30
46984,14200123,tcm:526-681575,0,03-27
55434,22922706,tcm:526-388698,0,04-25
10019,33048621,tcm:526-12174,0,04-25
77068,63073887,tcm:526-12167,0,09-26
71884,42147170,tcm:526-116442,0,09-26
47800,98635441,tcm:526-164352,0,05-30
14664,10216599,tcm:526-16645,0,05-30
55555,82930894,tcm:526-40469,0,07-24
46493,96264869,tcm:526-239640,0,08-28
44069,91032494,tcm:526-12174,0,07-24
26748,62159474,tcm:526-204679,0,01-30
27870,73408801,tcm:526-149043,0,06-26
46409,15566023,tcm:526-12174,0,07-24
63887,84211338,tcm:526-10838,0,09-26
78917,23262943,tcm:526-239640,0,08-28
36344,33672820,tcm:526-551763,0,02-27
1147,66966434,tcm:526-679101,0,04-25
9500,28829784,tcm:526-93195,0,05-30
71424,49258377,tcm:526-12167,1,09-26
74826,16506953,tcm:526-40469,0,07-24
45631,89907129,tcm:526-70899,1,04-25
20627,13048671,tcm:526-656536,0,04-25
24314,50730920,tcm:526-12174,0,10-30
64887,31824465,tcm:526-782343,0,04-25
41048,1663367,tcm:526-80807,1,03-27
75162,23664233,tcm:526-653510,0,06-26
36615,56124946,tcm:526-209216,0,01-30
74501,28188696,tcm:526-12174,0,08-28
37706,40497081,tcm:526-346380,0,01-30
63677,20992820,tcm:526-208086,0,03-27
10323,45511368,tcm:526-237984,0,06-26
28321,54188654,tcm:526-208086,0,05-30
18672,98943563,tcm:526-70899,1,04-25
16275,85836952,tcm:526-40469,0,07-24
48852,14902629,tcm:526-164352,0,05-30
29174,76442608,tcm:526-208086,0,06-26
32117,11853271,tcm:526-40469,0,07-24
70664,92783379,tcm:526-682576,0,03-27
33212,27059765,tcm:526-782343,0,01-30
53555,80365598,tcm:526-10787,0,02-27
74131,94525702,tcm:526-12174,0,09-26
18940,20124918,tcm:526-10849,0,09-26
8916,94301658,tcm:526-656536,0,04-25
48019,4632747,tcm:526-52560,0,02-27
50274,75820796,tcm:526-12167,0,09-26
52555,54727263,tcm:526-249037,0,04-25
77383,72820492,tcm:526-116442,0,09-26
29384,5802402,tcm:526-249921,0,02-27
73772,46878913,tcm:526-707527,1,09-26
7458,75048324,tcm:526-224772,0,02-27
49927,67695988,tcm:526-273898,1,01-30
7456,75048324,tcm:526-12174,0,04-25
61515,2148609,tcm:526-670542,0,03-27
51653,33098763,tcm:526-10838,0,08-28
4239,96292476,tcm:526-656536,0,04-25
49981,67695988,tcm:526-208086,0,09-26
59201,65362127,tcm:526-695181,0,08-28
54804,62614648,tcm:526-385364,0,01-30
23543,79974866,tcm:526-10849,0,09-26
71397,49258377,tcm:526-12174,0,10-30
59084,34666197,tcm:526-653510,0,07-24
34731,84199855,tcm:526-93195,1,04-25
21723,86198160,tcm:526-784445,0,01-30
13719,50153164,tcm:526-208086,0,10-30
55111,71748204,tcm:526-10787,0,02-27
43258,52968643,tcm:526-682379,1,06-26
40179,71482759,tcm:526-199040,0,08-28
34122,32100928,tcm:526-153236,0,10-30
6373,31574728,tcm:526-224772,0,02-27
27086,46224161,tcm:526-12180,0,03-27
7017,63423394,tcm:526-153236,0,10-30
44714,88418079,tcm:526-116442,0,08-28
59793,70186693,tcm:526-231792,0,10-30
27200,45773612,tcm:526-712788,0,06-26
72742,25181618,tcm:526-208086,0,08-28
77933,58147318,tcm:526-149043,0,07-24
53749,28072314,tcm:526-22867,0,08-28
39585,99722419,tcm:526-276414,0,02-27
19417,45347233,tcm:526-10787,0,02-27
76488,65537513,tcm:526-782343,0,04-25
3896,24600825,tcm:526-199040,0,08-28
48220,55224990,tcm:526-682576,1,03-27
31137,59804902,tcm:526-385364,0,01-30
27822,73408801,tcm:526-22867,1,08-28
28242,1129968,tcm:526-249037,1,04-25
29736,74362675,tcm:526-244935,0,07-24
3650,34722158,tcm:526-208086,0,07-24
4247,96292476,tcm:526-149043,0,07-24
78988,63711636,tcm:526-655038,0,01-30
25522,30229272,tcm:526-208086,0,03-27
58463,65818145,tcm:526-654768,0,03-27
769,77816729,tcm:526-418532,0,03-27
21673,86198160,tcm:526-231792,0,10-30
35972,55348534,tcm:526-346380,0,01-30
11643,21803519,tcm:526-784445,0,01-30
54480,82703024,tcm:526-249921,0,02-27
12504,2884473,tcm:526-153236,0,10-30
40344,37467115,tcm:526-16645,0,07-24
74951,94832306,tcm:526-12174,1,08-28
8070,52923688,tcm:526-12174,0,04-25
47429,86708778,tcm:526-704480,0,08-28
66322,77497898,tcm:526-273898,0,01-30
53703,28072314,tcm:526-388698,1,04-25
21068,96329435,tcm:526-208086,0,09-26
66804,91554674,tcm:526-116442,0,10-30
16156,18752276,tcm:526-208086,0,06-26
14621,1796062,tcm:526-13782,0,07-24
20247,16732252,tcm:526-784445,0,01-30
52412,85837,tcm:526-12174,0,09-26
66615,83613889,tcm:526-12180,1,03-27
53713,28072314,tcm:526-688510,0,05-30
52247,66969993,tcm:526-13782,0,08-28
27535,90685835,tcm:526-12174,0,06-26
53063,13413877,tcm:526-22867,1,09-26
69549,33635700,tcm:526-208086,0,10-30
56940,57040101,tcm:526-679101,0,04-25
27340,88822933,tcm:526-12174,1,08-28
52268,66969993,tcm:526-164352,0,05-30
24345,44365508,tcm:526-656536,0,04-25
45232,4452464,tcm:526-684643,0,04-25
69004,33776858,tcm:526-684643,0,04-25
63007,25033280,tcm:526-688510,0,05-30
26400,17435301,tcm:526-244935,0,07-24
59609,26186777,tcm:526-682379,0,06-26
65525,73786710,tcm:526-16645,0,06-26
62300,75419784,tcm:526-276414,1,02-27
76538,82988206,tcm:526-248966,0,10-30
45040,73759558,tcm:526-10787,0,02-27
29780,74362675,tcm:526-707567,0,09-26
59041,34666197,tcm:526-10838,0,09-26
28495,8117284,tcm:526-261006,0,01-30
36316,33672820,tcm:526-682379,0,06-26
66940,93881267,tcm:526-116442,0,05-30
68483,23244109,tcm:526-237984,1,06-26
25396,91189938,tcm:526-228258,0,02-27
52778,6567408,tcm:526-80807,0,03-27
40809,83378529,tcm:526-551763,0,02-27
43108,56196520,tcm:526-22867,1,08-28
42022,44795129,tcm:526-12174,0,05-30
12667,74859511,tcm:526-191289,0,06-26
4244,96292476,tcm:526-13782,0,07-24
15950,21955329,tcm:526-93195,1,04-25
35855,45317486,tcm:526-208086,0,08-28
77454,51288730,tcm:526-191289,0,06-26
35210,59657283,tcm:526-22867,0,09-26
16185,18752276,tcm:526-684643,0,04-25
3083,94962385,tcm:526-18025,1,10-30
42725,32375072,tcm:526-80807,0,03-27
34511,37607223,tcm:526-239640,0,08-28
62919,26442530,tcm:526-208086,0,05-30
22146,20279186,tcm:526-116442,0,05-30
8646,15448959,tcm:526-681575,0,03-27
15520,41490171,tcm:526-22867,0,08-28
64148,99604510,tcm:526-12174,0,04-25
